name,country,state,address,reg_no,product_codes,device_names,device_class,specialty,k_numbers,source
PACIFIC INSTRUMENTS INC.,US,HI,438 Hobron Lane Honolulu HI US 96815,3005641619,HTW; HXL; HRS,Bit; Drill; Mallet; Plate; Fixation; Bone,1; 2,"Orthopedic; General, Plastic Surgery",,openFDA
"Paragon Medical Device (Changzhou) Co., Ltd.",CN,CN,3A GDH Industrial Park Changzhou Jiangsu CN,3007539489,HAW; OLO; KWQ; KWP; HBE; NKB; HSD; KWT; KWS; JWH,Neurological Stereotaxic Instrument; Orthopedic Stereotaxic Instrument; Appliance; Fixation; Spinal Intervertebral Body; Spinal Interlaminal; Drills; Burrs; Trephines & Accessories (Simple; Powered); Thoracolumbosacral Pedicle Screw System; Prosthesis; Shoulder; Hemi-; Humeral; Metallic Uncemented; Non-Constrained; Metal/Polymer Cemented; Semi-Constrained; Knee; Patellofemorotibial; Cemented; Polymer/Metal/Polymer,2,Neurology; Orthopedic,,openFDA
SUQIAN ZHENGTONG MEDICAL INSTRUMENTS CO. LTD,HK,HK,FACTORY: NO 6 TIANSHAN ROAD ECONOMIC CHINA HK,3008342610,HNF; HNJ; FHQ; HNX; HRH,Scissors; Ophthalmic; Punch; Corneo-Scleral; Holder; Needle; Gastroenterologic; Depressor; Orbital; Trephine; Manual,1,"Ophthalmic; Gastroenterology, Urology",,openFDA
"ZHEJIANG TODO HARDWARE MANUFACTURE CO.,LTD",CN,CN,"31F, Jinmao Building, Headquarters Center,Yongkang Jinhua Zhejiang CN",3013201082,BXB,Exerciser; Powered,1,Physical Medicine,,openFDA
"XIAMEN YIZHOU IMP. & EXP. CO., LTD.",CN,CN,"201,2F,Huili Industrial Park,Meixi Rd.,Tong An District, Xiamen Fujian CN",3008763803,LRJ; OBR,Disinfectant; Medical Devices; Mouthguard; Over-The-Counter,1; U,General Hospital; Unknown,,openFDA
ULRICH AG,CH,CH,MOEVENSTRASSE 12 ST. GALLEN Sankt Gallen CH,8039053,HTE; EML,Elevator; Chisel; Bone; Surgical,1,"General, Plastic Surgery; Dental",,openFDA
ILG MEDIZINTECHNIK GMBH,DE,DE,DORFSTRASSE 2 DURCHHAUSEN Baden-Wurttemberg DE,9611610,GEA; JYQ; JZF; JZD; JOL,Cannula; Surgical; General & Plastic Surgery; Loop; Wire; Tube; Ear Suction; Snare; Ear; Catheter And Tip; Suction,1; 2,"General, Plastic Surgery; Ear, Nose, Throat; General Hospital",,openFDA
LINCOTEK TRENTO S.P.A,IT,IT,"Via Al Dos de La Roda, 60 Cire di Pergine Trento IT",3007353762,OWI; MEH; KWY; KWZ; LWJ; LZO,Bone Fixation Cerclage; Sublaminar; Prosthesis; Hip; Semi-Constrained; Uncemented; Metal / Polymer; Non-Porous; Calcium Phosphate; Hemi-; Femoral; Metal/Polymer; Cemented Or Uncemented; Constrained; Metal/Ceramic/Polymer; Cemented Or Non-Porous,2,Orthopedic,,openFDA
GB IMPLANTAT TECHNOLOGIE GMBH,DE,DE,"Gesundheitscampus-Sud 5, Bochum North Rhine-Westphalia DE",3000258338,KWS; HSD,Prosthesis; Shoulder; Semi-Constrained; Metal/Polymer Cemented; Prosthesis; Shoulder; Hemi-; Humeral; Metallic Uncemented,2,Orthopedic,,openFDA
Cardinal Health,US,NE,1222 SHERWOOD RD. Norfolk NE US 68701,1915484,JKA,Tubes; Vials; Systems; Serum Separators; Blood Collection,2,Clinical Chemistry,,openFDA
Proton B.V.,NL,NL,Dr. Nolenslaan 157/J GM Sittard Limburg NL,3012987001,IYO; ITX; IYN; QIH,System; Imaging; Pulsed Echo; Ultrasonic; Transducer; Diagnostic; Pulsed Doppler; Automated Radiological Image Processing Software,2,Radiology,,openFDA
"FABRINET CO., LTD.",TH,TH,5/6 Moo.6 Soi Khunpra Klongluang Pathum Thani TH,3006546174,HKI,Camera; Ophthalmic; Ac-Powered,2,Ophthalmic,,openFDA
"GLOBAL BEST WAY CO., LTD",CN,CN,"4th Floor, #9 Liming Industrial Zone Wenzhou Zhejiang CN",3008103948,HOI; HQY; NJH; ISA,Spectacle; Magnifying; Sunglasses (Non-Prescription Including Photosensitive); Lens; Spectacle (Prescription); For Reading Discomfort; Massager; Therapeutic; Electric,1,Ophthalmic; Physical Medicine,,openFDA
Phillips Precision Inc,US,NJ,7 Paul Kohner Pl Elmwood Park NJ US 07407,3003387384,KRO; LGE; HWA; KWQ; MAX; PHX; LPH; LZO; LWJ; KWZ; KWY; MEH; KWL; JDI; ODP; MBH; HXX; HTQ; MNH; MNI; NKB,Prosthesis; Knee; Femorotibial; Constrained; Cemented; Metal/Polymer; Semi-Constrained; Trunnion-Bearing; Impactor; Appliance; Fixation; Spinal Intervertebral Body; Intervertebral Fusion Device With Bone Graft; Lumbar; Shoulder Prosthesis; Reverse Configuration; Hip; Porous Uncemented; Metal/Ceramic/Polymer; Cemented Or Non-Porous; Uncemented; Cemented Or Uncemented; Hemi-; Femoral; Metal / Polymer; Non-Porous; Calcium Phosphate; Metal; Cervical; Patello/Femorotibial; Porous; Coated; Polymer/Metal/Polymer; Screwdriver; Broach; Orthosis; Spondylolisthesis Spinal Fixation; Spinal Pedicle Fixation; Thoracolumbosacral Pedicle Screw System,2; 1,Orthopedic,,openFDA
"Scapa Tapes North America, LLC",US,TN,2565 Bertelkamp Lane Knoxville TN US 37931,3015200795,QRB; LGW,Stimulator; Spinal-Cord; Totally Implanted For Relief Of Pain Due To Diabetic Neuropathy; Stimulator; Spinal-Cord; Totally Implanted For Pain Relief,3,Unknown,,openFDA
"BENCHMARK ELECTRONICS, INC.",US,MN,"3535 TECHNOLOGY DR., N.W. ROCHESTER MN US 55901",2133786,GXD; GXI,Generator; Lesion; Radiofrequency; Probe; Radiofrequency Lesion,2,Neurology,,openFDA
Biomerics Alajuela,CR,CR,SARET INDUSTRIAL PARK ALAJUELA CR,3003678543,BYH; PGW,Drain; Tee (Water Trap); Ear; Nose; And Throat Stereotaxic Instrument,1; 2,Anesthesiology; Neurology,,openFDA
"Teleflex Medical de Tecate, S. de R.L de C.V.",MX,MX,(A Teleflex Medical Company) TECATE Baja California MX,3003898360,GCJ,Laparoscope; General & Plastic Surgery,2,"Gastroenterology, Urology",K010007,openFDA
LX PRECISION SHANGHAI CO LTD,CN,CN,"No.8, Lane 88, Yuanshan Rd. Shanghai CN",3008791302,HBW; GWO; GXR,Fastener; Plate; Cranioplasty; Plate; Cranioplasty; Preformed; Alterable; Cover; Burr Hole,2,Neurology,,openFDA
MICROPULSE INC,US,IN,5865 E State Road 14 Columbia City IN US 46725,1834379,MQP; ODP; OVE; KWQ; KWP; MNI; HWC; HRS; KWI; MBF; PHX; KWS; KWT; HSD,Spinal Vertebral Body Replacement Device; Intervertebral Fusion Device With Bone Graft; Cervical; Intervertebral Fusion Device With Integrated Fixation; Appliance; Fixation; Spinal Intervertebral Body; Spinal Interlaminal; Orthosis; Spinal Pedicle Fixation; Screw; Bone; Plate; Prosthesis; Elbow; Hemi-; Radial; Polymer; Shoulder; Semi-Constrained; Metal/Polymer; Uncemented; Shoulder Prosthesis; Reverse Configuration; Metal/Polymer Cemented; Non-Constrained; Humeral; Metallic Uncemented,2,Orthopedic,,openFDA
BRANCH MEDICAL GROUP,US,PA,1111 Adams Ave Eagleville PA US 19403,3010120104,NKB; KWQ; MNH; MNI; MQP; KWP; NKG,Thoracolumbosacral Pedicle Screw System; Appliance; Fixation; Spinal Intervertebral Body; Orthosis; Spondylolisthesis Spinal Fixation; Spinal Pedicle Fixation; Spinal Vertebral Body Replacement Device; Spinal Interlaminal; Posterior Cervical Screw System,2,Orthopedic,,openFDA
Instrumed GmbH dba Avalign German Specialty Instruments,DE,DE,3 Unter Buchsteig TUTTLINGEN Baden-Wurttemberg DE,8010372,JYY; FHQ; JYL,Rasp; Ear; Holder; Needle; Gastroenterologic; Hook; Microsurgical Ear,1,"Ear, Nose, Throat; Gastroenterology, Urology",,openFDA
"Qingdao Likangyuan Medical Device Co.,Ltd.",CN,CN,"No.257 Leigongshan Road,Huangdao Qingdao Shandong CN",3012391162,NAD; QKR,Dressing; Wound; Occlusive; Face Mask Within The Scope Of The Face Mask And Barrier Face Covering Enforcement Policy Or Face Mask Umbrella Eua,1; N,"General, Plastic Surgery; Unknown",,openFDA
ProCon Implants GmbH,DE,DE,Rudolf-Diesel-Strasse 24 Tuttlingen Baden-Wurttemberg DE,3007766698,ODP,Intervertebral Fusion Device With Bone Graft; Cervical,2,Orthopedic,,openFDA
"SHENZHEN MONDIAL TECHNOLOGY CO., LTD.",CN,CN,"Area B No.92, Zhugushi Rd, Zhugushi Industrial Zone Shenzhen Guangdong CN",3008770708,FLL,Continuous Measurement Thermometer,2,General Hospital,,openFDA
VOLGO CARE INTERNATIONAL (PRIVATE) LIMITED,PK,PK,"Near Mushtaq Karyana Store, Mohallah Latifabad, Kashmir Road Sialkot Punjab PK",3031564283,JYM; FZY; HDA; EMH; GBN; LXH; JYC; FFQ; HGC; PTS; GAF,Inserter; Myringotomy Tube; Hammer; Surgical; Forceps; Obstetrical; Rongeur; Catheter; Pediatric; General & Plastic Surgery; Orthopedic Manual Surgical Instrument; Cannula; Ear; Speculum; Rectal; Clamp; Uterine; Endoscopic Grasping/Cutting Instrument; Non-Powered; Exempt; Spatula,1; 2,"Ear, Nose, Throat; General, Plastic Surgery; Obstetrics/Gynecology; Dental; Orthopedic; Gastroenterology, Urology",,openFDA
"NINGBO UNICO PRODUCTS CO., LTD",CN,CN,"Floor.3th, Building 5, No.5 Hongda Rd, Jiangbei Ningbo Zhejiang CN",3030539818,OHY,Pill Crusher/Cutter,1,General Hospital,,openFDA
"Hangzhou Dunli Medical Instruments Co.,Ltd",CN,CN,"No.1 Dunli Road,Renhe Street,Yuhang, Hangzhou,China,311107 Hangzhou Zhejiang CN",3006795832,OSI,Bariatric Bed,2,General Hospital,,openFDA
ResMed Asia Pte. Ltd.,SG,SG,3 Tuas Avenue 2 Singapore South West SG,3017684630,BZD,Ventilator; Non-Continuous (Respirator),2,Anesthesiology,,openFDA
ARCH Medical Solutions - Elmhurst,US,IL,612 W Lamont Rd Elmhurst IL US 60126,1424434,KTT; HRS; HWC; MJO; FZO,Appliance; Fixation; Nail/Blade/Plate Combination; Multiple Component; Plate; Bone; Screw; Prosthesis; Intervertebral Disc; Chisel; Surgical; Manual,2; 3; 1,"Orthopedic; Unknown; General, Plastic Surgery",,openFDA
"SHENZHEN LAUNCH ELECTRICAL CO., LTD",CN,CN,"701-801, Building No. 2, Precision Intelligent Manufacturing Building, No. 8 Jianyou Road Shenzhen Guangdong CN",3007770159,ETN; KOI,Stimulator; Nerve; Peripheral; Electric,2,"Ear, Nose, Throat; Anesthesiology",,openFDA
EssilorLuxottica Mexico S. de R.L de C.V,MX,MX,Blvd. Los Nogales Industrial 9051 Tijuana Baja California MX,3027556697,NJH,Lens; Spectacle (Prescription); For Reading Discomfort,1,Ophthalmic,,openFDA
OLDELFT B.V.,NL,NL,Heertjeslaan 10 Delft Zuid-Holland NL,1000601180,ITX; IYN; IYO; OBJ,Transducer; Ultrasonic; Diagnostic; System; Imaging; Pulsed Doppler; Pulsed Echo; Catheter; Ultrasound; Intravascular,2,Radiology; Cardiovascular,,openFDA
SIMAGEC,FR,FR,54 avenue de la Plaine ROUSSET CEDEX Bouches-du-Rhone FR,3010462278,MAX; HCF; HRS; HSN; OWI; NKB; JDR; HWC; HSB; OVE; NAC; JAA; OXO; OWB; KWP; MNI; MNH; KWQ,Intervertebral Fusion Device With Bone Graft; Lumbar; Instrument; Ligature Passing And Knot Tying; Plate; Fixation; Bone; Prosthesis; Ankle; Semi-Constrained; Cemented; Metal/Polymer; Bone Fixation Cerclage; Sublaminar; Thoracolumbosacral Pedicle Screw System; Staple; Screw; Rod; Intramedullary And Accessories; Intervertebral Fusion Device With Integrated Fixation; Cervical; Dressing; Wound; Hydrophilic; System; X-Ray; Fluoroscopic; Image-Intensified; Image-Intensified Fluoroscopic X-Ray System; Mobile; Interventional Fluoroscopic X-Ray System; Appliance; Spinal Interlaminal; Orthosis; Spinal Pedicle Fixation; Spondylolisthesis Spinal Fixation; Spinal Intervertebral Body,2; 1,"Orthopedic; General, Plastic Surgery; Radiology",,openFDA
Gesco Healthcare Private Limited,IN,IN,"G-6, GEE GEE CRESCENT CHENNAI, Tamil Nadu IN",9613926,HRR; HTJ; NBH; FZY; HTR; CCW,Scissors; Orthopedic; Surgical; Gauge; Depth; Accessories; Arthroscopic; Hammer; Rasp; Laryngoscope; Rigid,1,"Orthopedic; General, Plastic Surgery; Anesthesiology",,openFDA
Jabil Switzerland Manufacturing GmbH (Mezzovico),CH,CH,Via Cavazz 5 Mezzovico Ticino CH,3015869493,KTT; NKB; MNH; KWP; MNI; KWQ; HRS; GXN; JDS; MAX,Appliance; Fixation; Nail/Blade/Plate Combination; Multiple Component; Thoracolumbosacral Pedicle Screw System; Orthosis; Spondylolisthesis Spinal Fixation; Spinal Interlaminal; Spinal Pedicle Fixation; Spinal Intervertebral Body; Plate; Bone; Cranioplasty; Preformed; Non-Alterable; Nail; Intervertebral Fusion Device With Bone Graft; Lumbar,2,Orthopedic; Neurology,,openFDA
NORWOOD MEDICAL LLC,US,OH,2122 Winners Circle Dayton OH US 45404,1531174,HWE,Instrument; Surgical; Orthopedic; Ac-Powered Motor And Accessory/Attachment,1,"General, Plastic Surgery",,openFDA
"C.R. BARD, INC.",US,NY,289 Bay Rd Queensbury NY US 12804,1313046,OZT; FAD,Balloon Aortic Valvuloplasty; Stent; Ureteral,2,"Cardiovascular; Gastroenterology, Urology",,openFDA
SDS de Mexico S. de R.L. de C.V.,MX,MX,"CIRCUITO SUR NUM. 31 MEXICALI, B.C. C.P. Baja California MX",9680845,EBF; EAT,Material; Tooth Shade; Resin; Tester; Pulp,2,Dental,,openFDA
FIRST ARTICLE INC,US,PA,150 S Front St Suite B Souderton PA US 18964,3010032903,NQW; KWQ; MNH; NKB; KWP; MNI; OSH; OLO; MAX; NKG; PLR; MQP,Orthosis; Spine; Plate; Laminoplasty; Metal; Appliance; Fixation; Spinal Intervertebral Body; Spondylolisthesis Spinal Fixation; Thoracolumbosacral Pedicle Screw System; Spinal Interlaminal; Spinal Pedicle Fixation; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Orthopedic Stereotaxic Instrument; Intervertebral Fusion Device With Bone Graft; Lumbar; Posterior Cervical Screw System; Spinal Vertebral Body Replacement Device - Cervical; Spinal Vertebral Body Replacement Device,2,Orthopedic; Neurology,,openFDA
"MEDI MFG., INC.",US,NC,6481 FRANZ WARNER PKWY. WHITSETT NC US 27377,1063312,JOW,Sleeve; Limb; Compressible,2,Cardiovascular,,openFDA
Apex (Guangzhou) Tools & Orthopedics Company,CN,CN,25 Yonghua Road Guangzhou Guangdong CN,3007125392,NBH; HXW; HXG,Accessories; Arthroscopic; Bender; Tamp,1,Orthopedic,,openFDA
UNITED DENTAL RESOURCES CORPORATION,US,IL,80 Towncenter Dr University Park IL US 60484,3015194291,NHA,Abutment; Implant; Dental; Endosseous,2,Dental,,openFDA
ZOLL Medical Corporation,US,WI,500 Burdick Pkwy DEERFIELD WI US 53531,2112020,MKJ,Automated External Defibrillators (Non-Wearable),3,Cardiovascular,,openFDA
UNITRON GROUP BV,NL,NL,Schansestraat 7 IJzendijke Zeeland NL,3008388260,GAD,Retractor,1,"General, Plastic Surgery",,openFDA
"CHANGZHOU JIUHONG MEDICAL INSTRUMENT CO., LTD.",CN,CN,"1F,4F,Ruili Building,No.2-1,Changyang Road CHANGZHOU Jiangsu CN",3006750742,MNL,Accessories; Cleaning Brushes; For Endoscope,1,"Gastroenterology, Urology",,openFDA
"HANGZHOU SINO-MIM TECHNOLOGY CO., LTD.",CN,CN,"No. 1, No. 16 Street, Hangzhou Economic and Technological Development Zone Hangzhou Zhejiang CN",3023808054,HRS; HWC,Plate; Fixation; Bone; Screw; Fixation; Bone,2,Orthopedic,,openFDA
Sanmina,CN,CN,"312, Qing Yang South Road Kunshan Jiangsu CN",3005627859,LZG,Pump; Infusion; Insulin,2,General Hospital,,openFDA
"Merit Maquiladora Mexico, S. DE R.L. DE C.V.",MX,MX,Avenida Sor Juana Ines de la Cruz Tijuana Baja California MX,3011642792,OAR; FCG; DRE; DQO,Injector; Vertebroplasty (Does Not Contain Cement); Biopsy Needle; Dilator; Vessel; For Percutaneous Catheterization; Catheter; Intravascular; Diagnostic,1; 2,"Orthopedic; Gastroenterology, Urology; Cardiovascular",,openFDA
"LOCKWOOD INDUSTRIES, LLC",US,CA,28525 Industry Dr Valencia CA US 91355,1000374440,KGX,Tape And Bandage; Adhesive,1,General Hospital,,openFDA
ORTHO PRECISION PRODUCTS,US,CA,3201 W. El Segundo Blvd Hawthorne CA US 90250,3011053036,HSB,Rod; Fixation; Intramedullary And Accessories,2,Orthopedic,K021008,openFDA
"SCT, INC.",US,NJ,509 Commerce St FRANKLIN LAKES NJ US 07417,2249615,HWX; HWC; HWB; JWH; HXC,Tap; Bone; Screw; Fixation; Extractor; Prosthesis; Knee; Patellofemorotibial; Semi-Constrained; Cemented; Polymer/Metal/Polymer; Wrench,1; 2,Orthopedic,,openFDA
"3D MEDICAL MANUFACTURING, INC. (dba Tecomet)",US,FL,1006 West 15th Street Riviera Beach FL US 33404,3001239363,OLO,Orthopedic Stereotaxic Instrument,2,Neurology,,openFDA
Hipp Medical AG,DE,DE,Hohenriedstr. 5 Renquishausen Baden-Wurttemberg DE,3023852420,DZI; DZJ; NKB; MNI; MNH; KWP; HWC; HTR; MBH; JWH; KWL; LWJ; KWY; LPH; KWZ; JDI; MBL; LZO; MAY; MEH; OLO; HTN; HRS; OVD; PHM; MAX,Drill; Bone; Powered; Driver; Wire; And Bone Drill; Manual; Thoracolumbosacral Pedicle Screw System; Orthosis; Spinal Pedicle Fixation; Spondylolisthesis Spinal Fixation; Appliance; Fixation; Spinal Interlaminal; Screw; Rasp; Prosthesis; Knee; Patello/Femorotibial; Semi-Constrained; Uncemented; Porous; Coated; Polymer/Metal/Polymer; Patellofemorotibial; Cemented; Hip; Hemi-; Femoral; Metal; Metal/Polymer; Cemented Or Uncemented; Porous Uncemented; Constrained; Orthopedic Stereotaxic Instrument; Washer; Bolt Nut; Plate; Intervertebral Fusion Device With Integrated Fixation; Lumbar; Intervertebral Fusion Device With Bone Graft; Thoracic,2; 1,"Dental; Orthopedic; General, Plastic Surgery; Neurology",,openFDA
"Suzhou Ahno Medical Devices Co., Ltd.",CN,CN,"Room B204 No. 8, Baoda Road Suzhou Jiangsu CN",3014315669,JDW; KTT; FZX; MAX,Pin; Fixation; Threaded; Appliance; Nail/Blade/Plate Combination; Multiple Component; Guide; Surgical; Instrument; Intervertebral Fusion Device With Bone Graft; Lumbar,2; 1,"Orthopedic; General, Plastic Surgery",,openFDA
Ivoclar Vivadent Manufacturing GmbH,IT,IT,Via Gustav Flora 32 NATURNO (BZ) Bolzano IT,3003310824,EIH; EBI,Powder; Porcelain; Resin; Denture; Relining; Repairing; Rebasing,2,Dental,,openFDA
FABRITEQ,US,TN,11220 Gilbert Dr Knoxville TN US 37932,3010824458,PUK; EYJ,Administration Set Securement Device; Holder; Ureteral Catheter,1,"General Hospital; Gastroenterology, Urology",,openFDA
ARCH - Quakertown,US,PA,140 PENN AM DR. QUAKERTOWN PA US 18951,2531477,OVD; GFI; MEH; PGM; HRS; KWP; MNI; MAX; HXX; OSH; KWQ; NKB; MNH,Intervertebral Fusion Device With Integrated Fixation; Lumbar; Osteotome; Manual; Prosthesis; Hip; Semi-Constrained; Uncemented; Metal / Polymer; Non-Porous; Calcium Phosphate; Growing Rod System; Plate; Fixation; Bone; Appliance; Spinal Interlaminal; Orthosis; Spinal Pedicle Fixation; Intervertebral Fusion Device With Bone Graft; Screwdriver; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Spinal Intervertebral Body; Thoracolumbosacral Pedicle Screw System; Spondylolisthesis Spinal Fixation,2; 1,"Orthopedic; General, Plastic Surgery",,openFDA
"XIAMEN WORLD GEAR SPORTS GOODS CO., LTD",CN,CN,27-29 NORTH 2ND ROAD XIAMEN Fujian CN,3004168774,FNG,Lift; Patient; Ac-Powered,2,General Hospital,,openFDA
ATC TECHNOLOGIES INC.,US,MA,30-B Upton Drive Wilmington MA US 01887,1225798,LJE; DWZ; GCJ,Catheter; Nephrostomy; Device; Biopsy; Endomyocardial; Laparoscope; General & Plastic Surgery,U; 2,"Unknown; Cardiovascular; Gastroenterology, Urology",K010473; K983623,openFDA
LATEXX MANUFACTURING SDN. BHD.,MY,MY,"LOT 18374, JALAN PERUSAHAAN 3 TAIPING Perak MY",8041003,LZA; QDO; LZC; LYY,Polymer Patient Examination Glove; Fentanyl And Other Opioid  Protection Glove; Medical Glove; Specialty; Latex Patient Examination Glove,1,General Hospital,K081260; K014087,openFDA
ARCH-MedTorque,US,WI,5601 95th Ave Kenosha WI US 53144,3005874553,HXB; HWX; HWC; HRS,Probe; Tap; Bone; Screw; Fixation; Plate,1; 2,Orthopedic,,openFDA
"MANI, INC. (TAKANEZAWA FACILITY)",JP,JP,"743 NAKAAKUTSU, TAKANEZAWA SHIOYA Tochigi JP",8030343,DZP,Instrument; Diamond; Dental,1,Dental,,openFDA
WELL LEAD MEDICAL CO. LTD,CN,CN,No. 47 Guomao Avenue South GUANGZHOU Guangdong CN,3010400865,EZL; GAZ; FZX,Catheter; Retention Type; Balloon; Tubing; Noninvasive; Guide; Surgical; Instrument,2; 1,"Gastroenterology, Urology; General Hospital; General, Plastic Surgery",,openFDA
"Roechling Medical Lancaster, LLC",US,PA,44 DENVER RD. DENVER PA US 17517,2531321,MQV,Filler; Bone Void; Calcium Compound,2,Orthopedic,,openFDA
COULOT DECOLLETAGE,FR,FR,"1, RUE NUNGESSER ET COLI CHATELLERAULT Vienne FR",3006217744,KWQ; MAX; HRS; HSB; OWI,Appliance; Fixation; Spinal Intervertebral Body; Intervertebral Fusion Device With Bone Graft; Lumbar; Plate; Bone; Rod; Intramedullary And Accessories; Bone Fixation Cerclage; Sublaminar,2,Orthopedic,,openFDA
"ZHEJIANG HONGYU MEDICAL COMMODITY CO., LTD.",CN,CN,"No.668,ChanHua Road,Industrial Functional Area,Fotang Town YIWU Zhejiang CN",3005083505,IOY; MDA,Support; Arm; Elastomer; Silicone; For Scar Management,1,"Physical Medicine; General, Plastic Surgery",,openFDA
"OASIS MEDICAL, INC.",US,CA,510-528 SOUTH VERMONT AVE. GLENDORA CA US 91741,2083373,LZP,Aid; Surgical; Viscoelastic,3,Ophthalmic,,openFDA
"MSK Precision Products, Inc.",US,FL,10101 N.W. 67th Street Tamarac FL US 33321,1058084,EQJ,Bur; Ear; Nose And Throat,1,"Ear, Nose, Throat",,openFDA
ARCH Medical Solutions - Memphis,US,TN,7580 BARTLETT CORPORATE DR BARTLETT TN US 38133,3009973505,HWC; GES; BSK; PDQ; BTR; NKB; KWQ; OSH; MNH; KWP; MNI; OLO; NKG; MQP; HTO; OVE,Screw; Fixation; Bone; Blade; Scalpel; Cuff; Tracheal Tube; Inflatable; Neurosurgical Nerve Locator; Tube; Tracheal (W/Wo Connector); Thoracolumbosacral Pedicle Screw System; Appliance; Spinal Intervertebral Body; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Orthosis; Spondylolisthesis Spinal Fixation; Spinal Interlaminal; Spinal Pedicle Fixation; Orthopedic Stereotaxic Instrument; Posterior Cervical Screw System; Spinal Vertebral Body Replacement Device; Reamer; Intervertebral Fusion Device With Integrated Fixation; Cervical,2; 1,"Orthopedic; General, Plastic Surgery; Anesthesiology; Ear, Nose, Throat; Neurology",,openFDA
FETZER MEDICAL GMBH & CO.KG,DE,DE,Unter Buchsteig 5 Tuttlingen Baden-Wurttemberg DE,3007648354,HXB; EMG,Probe; Forceps; Tooth Extractor; Surgical,1,Orthopedic; Dental,,openFDA
ACME-MONACO CORP.,US,ME,1450 Central Drive PRESQUE ISLE ME US 04769,1222301,DZC; DRB,Wire; Orthodontic; Stylet; Catheter,1; 2,Dental; Cardiovascular,,openFDA
SYMMETRY MEDICAL MANUFACTURING INC,US,IN,111 N. CLAY CLAYPOOL IN US 46510,3005061536,HWC; HRS; LWJ; JDI; KWL; KWY; HAB; EML; HXD; HWR; HWT; GEG; NKB; MNH; MNI; HTE; KWT; KWS; HSD,Screw; Fixation; Bone; Plate; Prosthesis; Hip; Semi-Constrained; Metal/Polymer; Uncemented; Cemented; Hemi-; Femoral; Metal; Cemented Or Uncemented; Saw; Powered; And Accessories; Chisel; Surgical; Clamp; Driver; Template; Elevator; General & Plastic Surgery; Thoracolumbosacral Pedicle Screw System; Orthosis; Spondylolisthesis Spinal Fixation; Spinal Pedicle Fixation; Shoulder; Non-Constrained; Metal/Polymer Cemented; Humeral; Metallic Uncemented,2; 1,"Orthopedic; General, Plastic Surgery; Dental",,openFDA
Garana Industries Private Limited,PK,PK,CHRISTIAN TOWN SIALKOT Punjab PK,3003759558,EMG; HTD; EAX,Forceps; Tooth Extractor; Surgical; Mirror; Mouth,1,"Dental; General, Plastic Surgery",,openFDA
ALAN SAFETY COMPANY,TW,TW,36 Alley38 Lane 288 Heshun Road sec. 1 Tainan TW,3009845346,EWD,Protector; Hearing (Insert),U,Unknown,,openFDA
"DEROYAL INDUSTRIES, INC.",US,TN,165 RICHARDSON WAY MAYNARDVILLE TN US 37807,1051550,HSP,Splint; Traction,1,Orthopedic,,openFDA
Polyganics Holding BV,NL,NL,Blauwborgje 32 Groningen NL,3022140316,LYA,Splint; Intranasal Septal,1,"Ear, Nose, Throat",,openFDA
"WELLPOWER SPORTING GOODS CO., LTD.",CN,CN,"No.62 Liaobu Xinglong Street, Dong Guan Guangdong CN",3007942528,ITQ; PMV; ILH,Joint; Knee; External Brace; Orthosis; Limb; For Back Pain; Splint; Hand; And Components,1,Physical Medicine,,openFDA
"EDENTAL LAB CO., LTD",CN,CN,"8B, Building 1, Kangtaijian Health Industry Building, No.7 Rongtian Road Shenzhen Guangdong CN",,NDP; NSK,Accessories; Implant; Dental; Endosseous; Dentures; Partial,1; N,Dental; Unknown,,openFDA
"ABON BIOPHARM (HANGZHOU) CO., LTD.",CN,CN,#198 12th Street East Hangzhou Zhejiang CN,3005641941,LDJ; LAF; MRS,Enzyme Immunoassay; Cannabinoids; Gas Chromatography; Methamphetamine; Test System; Nicotine; Cotinine; Metabolites,2; 1,Clinical Toxicology,,openFDA
FUJIFILM Healthcare Manufacturing Corporation Sano Office,JP,JP,700 Konaka-Cho Sano City Tochigi JP,3006161756,FDA,Enteroscope And Accessories,2,"Gastroenterology, Urology",,openFDA
"PODO XINGDA (TIANJIN) MEDICAL CO., LTD.",CN,CN,"No.4, Qijing Road, Tianjin CN",3007363456,FPA,Set; Administration; Intravascular,2,General Hospital,,openFDA
GE MEDICAL SYSTEMS SCS,FR,FR,283 RUE DE LA MINIERE BUC FR,9611343,LLZ,System; Image Processing; Radiological,2,Radiology,,openFDA
A-1 Creative Packaging LLC,US,WI,600 W Rockwell Ave Fort Atkinson WI US 53538,3030692786,FRO,Dressing; Wound; Drug,U,Unknown,,openFDA
FORCE ENGINEERING CO.LTD,JP,JP,2559-2 Ishii Utsunomiya Tochigi JP,3025764223,EKX,Handpiece; Direct Drive; Ac-Powered,1,Dental,,openFDA
DDS LAB COSTA RICA SOCIEDAD AMONIMA,CR,CR,Costa Rica Green Valley Lotes 5-6 Grecia Alajuela CR,3030088917,NSL,Dentures; Full,N,Unknown,,openFDA
"Viant Mexicana de Servicios, S. de R.L. de C.V.",MX,MX,"Ave. La Cuspide No.1 Playas de Tijuana, TIJUANA Baja California MX",3006535925,KCY; HXD,Tourniquet; Pneumatic; Clamp,1,"General, Plastic Surgery",,openFDA
